Global surface temperature (C)
relative to 1951-1980 means
Different versions of ERSST 
-------------------------------------
    year       v3b      v4     v4-v3b
  1930.500  -0.1179  -0.1353  -0.0174
  1930.583  -0.1041  -0.1197  -0.0156
  1930.667  -0.1030  -0.1175  -0.0145
  1930.750  -0.1053  -0.1148  -0.0095
  1930.833  -0.1012  -0.1109  -0.0097
  1930.917  -0.0995  -0.1091  -0.0096
  1931.000  -0.0919  -0.0992  -0.0073
  1931.083  -0.0811  -0.0853  -0.0042
  1931.167  -0.0730  -0.0771  -0.0041
  1931.250  -0.0693  -0.0738  -0.0045
  1931.333  -0.0601  -0.0673  -0.0072
  1931.417  -0.0789  -0.0884  -0.0095
  1931.500  -0.0809  -0.0898  -0.0089
  1931.583  -0.0641  -0.0702  -0.0061
  1931.667  -0.0606  -0.0677  -0.0071
  1931.750  -0.0664  -0.0784  -0.0120
  1931.833  -0.0543  -0.0681  -0.0138
  1931.917  -0.0510  -0.0678  -0.0168
  1932.000  -0.0643  -0.0871  -0.0228
  1932.083  -0.0776  -0.1072  -0.0296
  1932.167  -0.0920  -0.1269  -0.0349
  1932.250  -0.0909  -0.1316  -0.0407
  1932.333  -0.0934  -0.1392  -0.0458
  1932.417  -0.1039  -0.1523  -0.0484
  1932.500  -0.1151  -0.1632  -0.0481
  1932.583  -0.1498  -0.2006  -0.0508
  1932.667  -0.1598  -0.2114  -0.0516
  1932.750  -0.1680  -0.2186  -0.0506
  1932.833  -0.1846  -0.2319  -0.0473
  1932.917  -0.1919  -0.2344  -0.0425
  1933.000  -0.1956  -0.2370  -0.0414
  1933.083  -0.1948  -0.2343  -0.0395
  1933.167  -0.1956  -0.2337  -0.0381
  1933.250  -0.2114  -0.2458  -0.0344
  1933.333  -0.2261  -0.2574  -0.0313
  1933.417  -0.2318  -0.2619  -0.0301
  1933.500  -0.2510  -0.2819  -0.0309
  1933.583  -0.2442  -0.2770  -0.0328
  1933.667  -0.2210  -0.2547  -0.0337
  1933.750  -0.2246  -0.2554  -0.0308
  1933.833  -0.2296  -0.2585  -0.0289
  1933.917  -0.2148  -0.2466  -0.0318
  1934.000  -0.1983  -0.2311  -0.0328
  1934.083  -0.1863  -0.2237  -0.0374
  1934.167  -0.1762  -0.2127  -0.0365
  1934.250  -0.1690  -0.2033  -0.0343
  1934.333  -0.1576  -0.1924  -0.0348
  1934.417  -0.1296  -0.1662  -0.0366
  1934.500  -0.0950  -0.1345  -0.0395
  1934.583  -0.1044  -0.1445  -0.0401
  1934.667  -0.0901  -0.1319  -0.0418
  1934.750  -0.0741  -0.1191  -0.0450
  1934.833  -0.0779  -0.1258  -0.0479
  1934.917  -0.0931  -0.1385  -0.0454
  1935.000  -0.1005  -0.1460  -0.0455
  1935.083  -0.1088  -0.1526  -0.0438
  1935.167  -0.1147  -0.1582  -0.0435
  1935.250  -0.1133  -0.1599  -0.0466
  1935.333  -0.1117  -0.1574  -0.0457
  1935.417  -0.1379  -0.1803  -0.0424
  1935.500  -0.1532  -0.1907  -0.0375
  1935.583  -0.1476  -0.1834  -0.0358
  1935.667  -0.1899  -0.2258  -0.0359
  1935.750  -0.1995  -0.2350  -0.0355
  1935.833  -0.1865  -0.2227  -0.0362
  1935.917  -0.1757  -0.2142  -0.0385
  1936.000  -0.1711  -0.2110  -0.0399
  1936.083  -0.1584  -0.2000  -0.0416
  1936.167  -0.1509  -0.1959  -0.0450
  1936.250  -0.1428  -0.1861  -0.0433
  1936.333  -0.1409  -0.1819  -0.0410
  1936.417  -0.1212  -0.1619  -0.0407
  1936.500  -0.1048  -0.1464  -0.0416
  1936.583  -0.0886  -0.1289  -0.0403
  1936.667  -0.0505  -0.0909  -0.0404
  1936.750  -0.0432  -0.0843  -0.0411
  1936.833  -0.0382  -0.0811  -0.0429
  1936.917  -0.0291  -0.0730  -0.0439
  1937.000  -0.0174  -0.0634  -0.0460
  1937.083  -0.0179  -0.0624  -0.0445
  1937.167  -0.0076  -0.0500  -0.0424
  1937.250   0.0075  -0.0340  -0.0415
  1937.333   0.0189  -0.0237  -0.0426
  1937.417   0.0316  -0.0118  -0.0434
  1937.500   0.0268  -0.0181  -0.0449
  1937.583   0.0380  -0.0100  -0.0480
  1937.667   0.0314  -0.0175  -0.0489
  1937.750   0.0544   0.0017  -0.0527
  1937.833   0.0718   0.0195  -0.0523
  1937.917   0.0714   0.0184  -0.0530
  1938.000   0.0639   0.0103  -0.0536
  1938.083   0.0651   0.0071  -0.0580
  1938.167   0.0618   0.0007  -0.0611
  1938.250   0.0580  -0.0078  -0.0658
  1938.333   0.0625  -0.0055  -0.0680
  1938.417   0.0608  -0.0118  -0.0726
  1938.500   0.0523  -0.0231  -0.0754
  1938.583   0.0435  -0.0347  -0.0782
  1938.667   0.0381  -0.0417  -0.0798
  1938.750   0.0126  -0.0633  -0.0759
  1938.833  -0.0024  -0.0777  -0.0753
  1938.917  -0.0012  -0.0772  -0.0760
  1939.000   0.0025  -0.0696  -0.0721
  1939.083  -0.0019  -0.0669  -0.0650
  1939.167  -0.0068  -0.0669  -0.0601
  1939.250  -0.0174  -0.0697  -0.0523
  1939.333  -0.0330  -0.0821  -0.0491
  1939.417  -0.0387  -0.0792  -0.0405
  1939.500   0.0064  -0.0261  -0.0325
  1939.583  -0.0038  -0.0275  -0.0237
  1939.667   0.0047  -0.0137  -0.0184
  1939.750   0.0251   0.0122  -0.0129
  1939.833   0.0437   0.0357  -0.0080
  1939.917   0.0495   0.0468  -0.0027
  1940.000   0.0562   0.0579   0.0017
  1940.083   0.0658   0.0711   0.0053
  1940.167   0.0678   0.0756   0.0078
  1940.250   0.0773   0.0853   0.0080
  1940.333   0.0827   0.0939   0.0112
  1940.417   0.0860   0.0995   0.0135
  1940.500   0.0641   0.0820   0.0179
  1940.583   0.0785   0.1033   0.0248
  1940.667   0.0867   0.1173   0.0306
  1940.750   0.0775   0.1120   0.0345
  1940.833   0.0719   0.1074   0.0355
  1940.917   0.0742   0.1100   0.0358
  1941.000   0.0755   0.1087   0.0332
  1941.083   0.0799   0.1126   0.0327
  1941.167   0.0847   0.1237   0.0390
  1941.250   0.0702   0.1158   0.0456
  1941.333   0.0794   0.1301   0.0507
  1941.417   0.0766   0.1299   0.0533
  1941.500   0.0717   0.1257   0.0540
  1941.583   0.0895   0.1393   0.0498
  1941.667   0.0751   0.1254   0.0503
  1941.750   0.0812   0.1301   0.0489
  1941.833   0.0797   0.1323   0.0526
  1941.917   0.0777   0.1359   0.0582
  1942.000   0.0744   0.1414   0.0670
  1942.083   0.0616   0.1300   0.0684
  1942.167   0.0548   0.1155   0.0607
  1942.250   0.0586   0.1132   0.0546
  1942.333   0.0439   0.0980   0.0541
  1942.417   0.0429   0.0984   0.0555
  1942.500   0.0415   0.0969   0.0554
  1942.583   0.0092   0.0733   0.0641
  1942.667   0.0161   0.0869   0.0708
  1942.750   0.0050   0.0793   0.0743
  1942.833   0.0055   0.0801   0.0746
  1942.917   0.0031   0.0771   0.0740
  1943.000  -0.0047   0.0684   0.0731
  1943.083   0.0021   0.0788   0.0767
  1943.167   0.0052   0.0837   0.0785
  1943.250   0.0122   0.0936   0.0814
  1943.333   0.0308   0.1133   0.0825
  1943.417   0.0398   0.1240   0.0842
  1943.500   0.0509   0.1369   0.0860
  1943.583   0.0867   0.1720   0.0853
  1943.667   0.0947   0.1801   0.0854
  1943.750   0.1155   0.2072   0.0917
  1943.833   0.1178   0.2176   0.0998
  1943.917   0.1249   0.2310   0.1061
  1944.000   0.1403   0.2499   0.1096
  1944.083   0.1447   0.2568   0.1121
  1944.167   0.1526   0.2732   0.1206
  1944.250   0.1652   0.2896   0.1244
  1944.333   0.1617   0.2874   0.1257
  1944.417   0.1535   0.2768   0.1233
  1944.500   0.1350   0.2594   0.1244
  1944.583   0.1106   0.2365   0.1259
  1944.667   0.0868   0.2139   0.1271
  1944.750   0.0715   0.1942   0.1227
  1944.833   0.0704   0.1921   0.1217
  1944.917   0.0561   0.1789   0.1228
  1945.000   0.0397   0.1623   0.1226
  1945.083   0.0261   0.1497   0.1236
  1945.167   0.0314   0.1522   0.1208
  1945.250   0.0217   0.1444   0.1227
  1945.333   0.0153   0.1400   0.1247
  1945.417   0.0107   0.1372   0.1265
  1945.500  -0.0005   0.1235   0.1240
  1945.583   0.0095   0.1241   0.1146
  1945.667   0.0225   0.1249   0.1024
  1945.750   0.0202   0.1159   0.0957
  1945.833   0.0151   0.1049   0.0898
  1945.917   0.0093   0.0930   0.0837
  1946.000   0.0010   0.0765   0.0755
  1946.083  -0.0040   0.0627   0.0667
  1946.167  -0.0292   0.0340   0.0632
  1946.250  -0.0439   0.0138   0.0577
  1946.333  -0.0628  -0.0097   0.0531
  1946.417  -0.0675  -0.0195   0.0480
  1946.500  -0.0815  -0.0353   0.0462
  1946.583  -0.1031  -0.0561   0.0470
  1946.667  -0.1171  -0.0653   0.0518
  1946.750  -0.1121  -0.0611   0.0510
  1946.833  -0.1128  -0.0668   0.0460
  1946.917  -0.1099  -0.0692   0.0407
  1947.000  -0.1001  -0.0558   0.0443
  1947.083  -0.0989  -0.0538   0.0451
  1947.167  -0.0948  -0.0537   0.0411
  1947.250  -0.0986  -0.0635   0.0351
  1947.333  -0.0816  -0.0536   0.0280
  1947.417  -0.0733  -0.0524   0.0209
  1947.500  -0.0548  -0.0425   0.0123
  1947.583  -0.0345  -0.0299   0.0046
  1947.667  -0.0357  -0.0354   0.0003
  1947.750  -0.0551  -0.0591  -0.0040
  1947.833  -0.0648  -0.0704  -0.0056
  1947.917  -0.0567  -0.0594  -0.0027
  1948.000  -0.0577  -0.0638  -0.0061
  1948.083  -0.0605  -0.0695  -0.0090
  1948.167  -0.0648  -0.0710  -0.0062
  1948.250  -0.0665  -0.0690  -0.0025
  1948.333  -0.0816  -0.0796   0.0020
  1948.417  -0.0977  -0.0866   0.0111
  1948.500  -0.1055  -0.0910   0.0145
  1948.583  -0.1059  -0.0876   0.0183
  1948.667  -0.1098  -0.0905   0.0193
  1948.750  -0.0962  -0.0720   0.0242
  1948.833  -0.0980  -0.0702   0.0278
  1948.917  -0.1081  -0.0830   0.0251
  1949.000  -0.1211  -0.0978   0.0233
  1949.083  -0.1245  -0.0981   0.0264
  1949.167  -0.1209  -0.0963   0.0246
  1949.250  -0.1193  -0.0941   0.0252
  1949.333  -0.1164  -0.0911   0.0253
  1949.417  -0.1112  -0.0903   0.0209
  1949.500  -0.1096  -0.0859   0.0237
  1949.583  -0.1438  -0.1169   0.0269
  1949.667  -0.1534  -0.1258   0.0276
  1949.750  -0.1545  -0.1311   0.0234
  1949.833  -0.1607  -0.1420   0.0187
  1949.917  -0.1614  -0.1446   0.0168
  1950.000  -0.1499  -0.1303   0.0196
  1950.083  -0.1484  -0.1270   0.0214
  1950.167  -0.1569  -0.1351   0.0218
  1950.250  -0.1556  -0.1364   0.0192
  1950.333  -0.1643  -0.1499   0.0144
  1950.417  -0.1855  -0.1723   0.0132
  1950.500  -0.1861  -0.1750   0.0111
  1950.583  -0.1891  -0.1805   0.0086
  1950.667  -0.2012  -0.1946   0.0066
  1950.750  -0.2137  -0.2049   0.0088
  1950.833  -0.2059  -0.1964   0.0095
  1950.917  -0.1945  -0.1888   0.0057
  1951.000  -0.1889  -0.1877   0.0012
  1951.083  -0.1741  -0.1793  -0.0052
  1951.167  -0.1511  -0.1598  -0.0087
  1951.250  -0.1348  -0.1449  -0.0101
  1951.333  -0.1137  -0.1228  -0.0091
  1951.417  -0.0890  -0.0948  -0.0058
  1951.500  -0.0635  -0.0654  -0.0019
  1951.583  -0.0246  -0.0232   0.0014
  1951.667   0.0204   0.0236   0.0032
  1951.750   0.0294   0.0322   0.0028
  1951.833   0.0408   0.0416   0.0008
  1951.917   0.0384   0.0389   0.0005
  1952.000   0.0388   0.0397   0.0009
  1952.083   0.0420   0.0433   0.0013
  1952.167   0.0400   0.0447   0.0047
  1952.250   0.0388   0.0453   0.0065
  1952.333   0.0305   0.0365   0.0060
  1952.417   0.0215   0.0241   0.0026
  1952.500   0.0102   0.0088  -0.0014
  1952.583   0.0082   0.0023  -0.0059
  1952.667   0.0150   0.0053  -0.0097
  1952.750   0.0336   0.0223  -0.0113
  1952.833   0.0455   0.0372  -0.0083
  1952.917   0.0531   0.0492  -0.0039
  1953.000   0.0593   0.0589  -0.0004
  1953.083   0.0533   0.0565   0.0032
  1953.167   0.0558   0.0574   0.0016
  1953.250   0.0553   0.0555   0.0002
  1953.333   0.0634   0.0624  -0.0010
  1953.417   0.0737   0.0721  -0.0016
  1953.500   0.0803   0.0776  -0.0027
  1953.583   0.0522   0.0479  -0.0043
  1953.667   0.0277   0.0262  -0.0015
  1953.750   0.0061   0.0069   0.0008
  1953.833  -0.0220  -0.0236  -0.0016
  1953.917  -0.0448  -0.0473  -0.0025
  1954.000  -0.0616  -0.0662  -0.0046
  1954.083  -0.0753  -0.0817  -0.0064
  1954.167  -0.0934  -0.0994  -0.0060
  1954.250  -0.1042  -0.1100  -0.0058
  1954.333  -0.1116  -0.1146  -0.0030
  1954.417  -0.1019  -0.1036  -0.0017
  1954.500  -0.1198  -0.1206  -0.0008
  1954.583  -0.0871  -0.0883  -0.0012
  1954.667  -0.0922  -0.0978  -0.0056
  1954.750  -0.1076  -0.1171  -0.0095
  1954.833  -0.1101  -0.1210  -0.0109
  1954.917  -0.1113  -0.1214  -0.0101
  1955.000  -0.1075  -0.1143  -0.0068
  1955.083  -0.0999  -0.1068  -0.0069
  1955.167  -0.0814  -0.0909  -0.0095
  1955.250  -0.0837  -0.0964  -0.0127
  1955.333  -0.0853  -0.1000  -0.0147
  1955.417  -0.1137  -0.1302  -0.0165
  1955.500  -0.1270  -0.1436  -0.0166
  1955.583  -0.1536  -0.1662  -0.0126
  1955.667  -0.1590  -0.1687  -0.0097
  1955.750  -0.1475  -0.1573  -0.0098
  1955.833  -0.1531  -0.1619  -0.0088
  1955.917  -0.1577  -0.1684  -0.0107
  1956.000  -0.1601  -0.1746  -0.0145
  1956.083  -0.1619  -0.1782  -0.0163
  1956.167  -0.1905  -0.2051  -0.0146
  1956.250  -0.1957  -0.2099  -0.0142
  1956.333  -0.2117  -0.2259  -0.0142
  1956.417  -0.2027  -0.2156  -0.0129
  1956.500  -0.1844  -0.1965  -0.0121
  1956.583  -0.1808  -0.1945  -0.0137
  1956.667  -0.1676  -0.1795  -0.0119
  1956.750  -0.1597  -0.1672  -0.0075
  1956.833  -0.1399  -0.1463  -0.0064
  1956.917  -0.1140  -0.1167  -0.0027
  1957.000  -0.0913  -0.0917  -0.0004
  1957.083  -0.0839  -0.0812   0.0027
  1957.167  -0.0487  -0.0474   0.0013
  1957.250  -0.0281  -0.0251   0.0030
  1957.333  -0.0089  -0.0048   0.0041
  1957.417   0.0085   0.0133   0.0048
  1957.500   0.0303   0.0344   0.0041
  1957.583   0.0715   0.0764   0.0049
  1957.667   0.0974   0.1007   0.0033
  1957.750   0.1125   0.1133   0.0008
  1957.833   0.1154   0.1172   0.0018
  1957.917   0.1162   0.1173   0.0011
  1958.000   0.0949   0.0993   0.0044
  1958.083   0.0965   0.1019   0.0054
  1958.167   0.0772   0.0850   0.0078
  1958.250   0.0640   0.0755   0.0115
  1958.333   0.0648   0.0775   0.0127
  1958.417   0.0610   0.0735   0.0125
  1958.500   0.0463   0.0604   0.0141
  1958.583   0.0213   0.0341   0.0128
  1958.667   0.0073   0.0228   0.0155
  1958.750   0.0141   0.0324   0.0183
  1958.833   0.0235   0.0442   0.0207
  1958.917   0.0211   0.0427   0.0216
  1959.000   0.0319   0.0494   0.0175
  1959.083   0.0368   0.0515   0.0147
  1959.167   0.0426   0.0558   0.0132
  1959.250   0.0447   0.0549   0.0102
  1959.333   0.0358   0.0451   0.0093
  1959.417   0.0280   0.0364   0.0084
  1959.500   0.0294   0.0342   0.0048
  1959.583   0.0202   0.0277   0.0075
  1959.667   0.0242   0.0310   0.0068
  1959.750  -0.0203  -0.0154   0.0049
  1959.833  -0.0448  -0.0421   0.0027
  1959.917  -0.0566  -0.0541   0.0025
  1960.000  -0.0599  -0.0555   0.0044
  1960.083  -0.0689  -0.0628   0.0061
  1960.167  -0.0691  -0.0619   0.0072
  1960.250  -0.0612  -0.0544   0.0068
  1960.333  -0.0479  -0.0406   0.0073
  1960.417  -0.0514  -0.0430   0.0084
  1960.500  -0.0383  -0.0257   0.0126
  1960.583  -0.0306  -0.0184   0.0122
  1960.667  -0.0254  -0.0138   0.0116
  1960.750   0.0116   0.0240   0.0124
  1960.833   0.0357   0.0503   0.0146
  1960.917   0.0558   0.0686   0.0128
  1961.000   0.0675   0.0773   0.0098
  1961.083   0.0722   0.0764   0.0042
  1961.167   0.0766   0.0765  -0.0001
  1961.250   0.0774   0.0778   0.0004
  1961.333   0.0718   0.0707  -0.0011
  1961.417   0.0845   0.0827  -0.0018
  1961.500   0.0579   0.0547  -0.0032
  1961.583   0.0592   0.0549  -0.0043
