Land and sea surface temperature (C)                           
relative to 1951-1980 means
------------------------------------
    year     land    SST
------------------------------------
  1880.042 -1.2441 -0.0173
  1880.125 -0.8979  0.0041
  1880.208 -0.7029 -0.0061
  1880.292 -1.2181 -0.0048
  1880.375 -0.3037 -0.0597
  1880.458 -0.3141 -0.2244
  1880.542 -0.3295 -0.1976
  1880.625 -0.0140 -0.0657
  1880.708 -0.6308 -0.0536
  1880.792 -0.6781 -0.0248
  1880.875 -0.4738 -0.0742
  1880.958 -0.9384  0.0193
  1881.042 -0.4304  0.0558
  1881.125 -0.7228  0.0536
  1881.208 -0.0475  0.0724
  1881.292 -0.1198  0.0346
  1881.375 -0.1648  0.0262
  1881.458 -1.0811 -0.0346
  1881.542 -0.4809  0.0495
  1881.625  0.0359 -0.0152
  1881.708 -0.3935 -0.0098
  1881.792 -0.7026 -0.0549
  1881.875 -0.8664 -0.1047
  1881.958 -0.5893 -0.0291
  1882.042  0.3929  0.0846
  1882.125  0.3258  0.0581
  1882.208  0.0400  0.0343
  1882.292 -0.8621  0.0086
  1882.375 -0.5841 -0.0366
  1882.458 -0.8054 -0.0532
  1882.542 -0.6948  0.0691
  1882.625  0.0853  0.0553
  1882.708 -0.2234  0.0636
  1882.792 -1.0714 -0.0056
  1882.875 -0.8693 -0.0047
  1882.958 -1.3785  0.0947
  1883.042 -1.4602  0.0170
  1883.125 -1.6096 -0.0745
  1883.208 -0.3216 -0.1040
  1883.292 -0.6507 -0.1040
  1883.375 -0.5455 -0.1456
  1883.458 -0.2224 -0.0733
  1883.542 -0.1641 -0.0678
  1883.625 -0.3610 -0.0550
  1883.708 -0.5704 -0.0935
  1883.792 -0.4563 -0.0008
  1883.875 -1.0170  0.0248
  1883.958 -0.4443 -0.0694
  1884.042 -0.4193 -0.0381
  1884.125 -0.4535  0.0146
  1884.208 -1.3008 -0.0572
  1884.292 -1.3775 -0.0443
  1884.375 -1.1199 -0.0521
  1884.458 -1.1011 -0.1682
  1884.542 -0.7456 -0.2300
  1884.625 -0.4222 -0.2093
  1884.708 -0.7799 -0.1046
  1884.792 -0.6336 -0.0984
  1884.875 -0.7009 -0.1554
  1884.958 -0.4814 -0.1689
  1885.042 -1.9015 -0.2819
  1885.125 -0.8055 -0.1473
  1885.208 -0.4069 -0.1486
  1885.292 -1.1348 -0.2417
  1885.375 -0.9134 -0.2404
  1885.458 -0.8858 -0.3705
  1885.542 -0.5658 -0.2204
  1885.625 -0.5779 -0.1861
  1885.708 -0.3291 -0.1653
  1885.792 -0.4370 -0.1120
  1885.875 -0.5200 -0.1107
  1885.958  0.1773 -0.0659
  1886.042 -1.2371 -0.0992
  1886.125 -1.4339 -0.1497
  1886.208 -1.1064 -0.1876
  1886.292 -0.5871 -0.1720
  1886.375 -0.5770 -0.1487
  1886.458 -0.8848 -0.2145
  1886.542 -0.0826 -0.1808
  1886.625 -0.4732 -0.2650
  1886.708 -0.2889 -0.1717
  1886.792 -0.6771 -0.1174
  1886.875 -0.8568 -0.0754
  1886.958 -0.0741 -0.2300
  1887.042 -1.9247 -0.2630
  1887.125 -1.2350 -0.2313
  1887.208 -0.5363 -0.1879
  1887.292 -0.7980 -0.1921
  1887.375 -0.3420 -0.2857
  1887.458 -0.2896 -0.1440
  1887.542 -0.1236 -0.2130
  1887.625 -0.5052 -0.1966
  1887.708 -0.1711 -0.1755
  1887.792 -0.6865 -0.1823
  1887.875 -0.4996 -0.1493
  1887.958 -1.0094 -0.1535
  1888.042 -1.1422 -0.1750
  1888.125 -1.2234 -0.1541
  1888.208 -1.2314 -0.2324
  1888.292 -0.5217 -0.1846
  1888.375 -0.7356 -0.0433
  1888.458 -0.5725 -0.0668
  1888.542 -0.0463 -0.0859
  1888.625 -0.3079 -0.0406
  1888.708 -0.3210 -0.0014
  1888.792 -0.2136  0.1043
  1888.875 -0.2993  0.0820
  1888.958 -0.9003  0.1086
  1889.042 -1.0991  0.0896
  1889.125  0.3981  0.0925
  1889.208  0.1119  0.0667
  1889.292  0.2662 -0.0001
  1889.375 -0.1449  0.0080
  1889.458 -0.2848 -0.0466
  1889.542 -0.1271  0.0030
  1889.625 -0.3079 -0.0940
  1889.708 -0.3910 -0.1128
  1889.792 -0.5545 -0.1190
  1889.875 -1.0772 -0.0575
  1889.958 -0.8070 -0.1226
  1890.042 -1.0290 -0.2626
  1890.125 -0.9444 -0.3176
  1890.208 -0.7668 -0.2702
  1890.292 -0.5662 -0.2747
  1890.375 -1.0194 -0.2753
  1890.458 -0.4300 -0.1884
  1890.542 -0.1331 -0.3268
  1890.625 -0.4013 -0.3431
  1890.708 -0.3954 -0.3659
  1890.792  0.0918 -0.2982
  1890.875 -1.1124 -0.1160
  1890.958 -0.7471 -0.1522
  1891.042 -1.0665 -0.2136
  1891.125 -1.4652 -0.1860
  1891.208 -0.2732 -0.0895
  1891.292 -0.7412 -0.0541
  1891.375 -0.4795 -0.0555
  1891.458 -0.4791 -0.1080
  1891.542 -0.4315 -0.1304
  1891.625 -0.2159 -0.1735
  1891.708 -0.1690 -0.0926
  1891.792 -0.5689 -0.1159
  1891.875 -1.1542 -0.1337
  1891.958  0.0981 -0.0059
  1892.042 -0.7837 -0.0110
  1892.125 -0.2537 -0.0819
  1892.208 -0.9477 -0.1446
  1892.292 -0.8934 -0.1255
  1892.375 -0.5531 -0.1051
  1892.458 -0.1280 -0.1753
  1892.542 -0.2826 -0.2433
  1892.625 -0.2217 -0.1569
  1892.708 -0.0853 -0.3146
  1892.792  0.0992 -0.2249
  1892.875 -1.2246 -0.2543
  1892.958 -0.8914 -0.0721
  1893.042 -2.5471 -0.0159
  1893.125 -1.6419 -0.1415
  1893.208 -0.1331 -0.2408
  1893.292 -0.4339 -0.2502
  1893.375 -0.7110 -0.2019
  1893.458 -0.3794 -0.1381
  1893.542  0.0943 -0.2053
  1893.625 -0.3783 -0.1839
  1893.708 -0.1098 -0.1922
  1893.792  0.0291 -0.2069
  1893.875  0.0708 -0.1871
  1893.958 -0.5895 -0.2623
  1894.042 -1.1595 -0.2759
  1894.125 -0.2002 -0.2633
  1894.208 -0.0303 -0.2537
  1894.292 -0.8444 -0.2326
  1894.375 -0.3769 -0.2093
  1894.458 -0.6751 -0.3322
  1894.542 -0.2468 -0.3393
  1894.625 -0.1303 -0.3185
  1894.708 -0.2931 -0.1772
  1894.792 -0.1719 -0.1335
  1894.875 -0.6037 -0.0947
  1894.958 -0.4324 -0.1252
  1895.042 -1.4556 -0.0741
  1895.125 -1.3650 -0.0598
  1895.208 -0.3761 -0.2156
  1895.292 -0.1974 -0.1766
  1895.375 -0.3554 -0.1493
  1895.458 -0.2784 -0.2035
  1895.542 -0.1551 -0.1583
  1895.625 -0.1786 -0.1373
  1895.708  0.0347 -0.0282
  1895.792 -0.1211 -0.0625
  1895.875 -0.1844 -0.1013
  1895.958 -0.3106 -0.0001
  1896.042 -0.4559 -0.0701
  1896.125 -0.2959 -0.0355
  1896.208 -0.9576 -0.0273
  1896.292 -1.0495 -0.0006
  1896.375 -0.4136 -0.0602
  1896.458 -0.1497 -0.0892
  1896.542 -0.0240 -0.0492
  1896.625 -0.1058 -0.0560
  1896.708 -0.1076 -0.0346
  1896.792  0.2173 -0.0338
  1896.875 -0.7182  0.0389
  1896.958 -0.3880  0.0390
  1897.042 -0.7563 -0.0431
  1897.125 -0.6080  0.0120
  1897.208 -0.7645  0.1311
  1897.292 -0.0912  0.0796
  1897.375  0.0437  0.0073
  1897.458 -0.1505 -0.0742
  1897.542  0.0083 -0.0484
  1897.625 -0.1088  0.0283
  1897.708  0.1034 -0.0684
  1897.792 -0.0266 -0.0935
  1897.875 -0.1783 -0.1517
  1897.958 -0.4419 -0.1921
  1898.042  0.4157 -0.1492
  1898.125 -0.5494 -0.1779
  1898.208 -1.5315 -0.2616
  1898.292 -0.5477 -0.2441
  1898.375 -0.5410 -0.2652
  1898.458 -0.0699 -0.2264
  1898.542 -0.2348 -0.2195
  1898.625 -0.1236 -0.2648
  1898.708 -0.0619 -0.2281
  1898.792 -0.4633 -0.2353
  1898.875 -0.5809 -0.2255
  1898.958 -0.0884 -0.1640
  1899.042  0.0502 -0.1718
  1899.125 -0.8478 -0.1866
  1899.208 -0.5422 -0.2161
  1899.292 -0.0140 -0.2185
  1899.375 -0.1756 -0.1566
  1899.458 -0.5512 -0.1134
  1899.542 -0.1689 -0.1208
  1899.625  0.0119 -0.0385
  1899.708  0.1655 -0.0720
  1899.792  0.2239 -0.0262
  1899.875  0.7641 -0.0452
  1899.958 -0.8458 -0.0412
  1900.042 -1.0758 -0.1068
  1900.125  0.0188 -0.0894
  1900.208  0.2052 -0.0150
  1900.292 -0.1840 -0.0812
  1900.375  0.0606 -0.0458
  1900.458 -0.0486 -0.1298
  1900.542 -0.1161 -0.0492
  1900.625  0.0760 -0.0291
  1900.708  0.0061  0.0435
  1900.792  0.3978  0.0087
  1900.875 -0.2847 -0.0647
  1900.958  0.0681 -0.1374
  1901.042 -0.5312 -0.1024
  1901.125  0.1074 -0.0729
  1901.208  0.5785 -0.1126
  1901.292  0.1824 -0.1049
  1901.375 -0.1069 -0.1395
  1901.458  0.1172 -0.1417
  1901.542  0.1278 -0.1394
  1901.625 -0.0339 -0.1209
  1901.708 -0.1009 -0.1890
  1901.792 -0.3573 -0.2574
  1901.875  0.0629 -0.1795
  1901.958 -0.4090 -0.2356
  1902.042  0.1841 -0.2160
  1902.125  0.6385 -0.2358
  1902.208 -0.1652 -0.2335
  1902.292 -0.3960 -0.1926
  1902.375 -0.4352 -0.2214
  1902.458 -0.2925 -0.3148
  1902.542 -0.1680 -0.2692
  1902.625 -0.2697 -0.2493
  1902.708 -0.2329 -0.1718
  1902.792 -0.4713 -0.1638
  1902.875 -0.7901 -0.1484
  1902.958 -0.9870 -0.1873
  1903.042 -0.0638 -0.2392
  1903.125  0.7247 -0.2852
  1903.208 -0.0783 -0.3184
  1903.292 -0.3729 -0.3232
  1903.375 -0.3600 -0.3720
  1903.458 -0.5531 -0.3559
  1903.542 -0.2203 -0.3180
  1903.625 -0.4228 -0.4379
  1903.708 -0.3338 -0.4429
  1903.792 -0.4432 -0.3681
  1903.875 -0.3814 -0.3612
  1903.958 -0.7631 -0.3535
  1904.042 -0.9828 -0.4381
  1904.125 -0.6870 -0.4495
  1904.208 -0.5348 -0.4875
  1904.292 -0.6385 -0.4417
  1904.375 -0.3714 -0.4909
  1904.458 -0.4308 -0.5005
  1904.542 -0.4726 -0.4801
  1904.625 -0.3281 -0.4584
  1904.708 -0.5242 -0.4501
  1904.792 -0.3633 -0.3313
  1904.875  0.3115 -0.2984
  1904.958 -0.1590 -0.3084
  1905.042 -0.3168 -0.3591
  1905.125 -1.3607 -0.2895
  1905.208 -0.4047 -0.2545
  1905.292 -0.5598 -0.3129
  1905.375 -0.3032 -0.3296
  1905.458 -0.2617 -0.2784
  1905.542 -0.2274 -0.2022
  1905.625 -0.1456 -0.2241
  1905.708 -0.0087 -0.2032
  1905.792 -0.2453 -0.2107
  1905.875  0.3255 -0.2102
  1905.958 -0.2164 -0.1769
  1906.042 -0.4457 -0.1795
  1906.125 -0.7583 -0.1458
  1906.208 -0.1229 -0.1348
  1906.292  0.4044 -0.1728
